Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
DE94,Euklas,,Germany,On Hold/Canceled,,Exclusive Economic Zone 4 (BorWin/Dogger Bank)  (Unfeatured cluster in Draft Network Plan),,,"08 Jun 2016: The Federal Maritime and Hydrographic Agency (BSH) has received a planning application for Euklas, however the BSH has expressed its intention to not grant any further authorisations until the 16th June 2018 under the extension and amendment of the latest development freeze. Only those projects granted approval according to Section 2 of the Marine Facilities Ordinance (SeeAnIV), or those that have held a hearing for the project's application according to the Marine Facilities Ordinance (SeeAnIV), and located in North Sea Cluster 1-8 or Baltic Sea Cluster 1-3 will be considered for the tender rounds scheduled for 2017. A project could also be a contender if it is located in the 12nm zone and has been awarded the final construction permit according to §4 of the Federal Pollution Control Act.     Euklas is located in the North Sea (Zone 4) and may be a future contender for a competitive tender process, in which the current owner will be required to relinquish the project site, in order for the site to be put out to auction. A schedule for rescinding the sites and holding the future tenders has not yet been declared, therefore Euklas is expected to be dormant until further action is taken by the government.",,1-May-09,,,,,Offshore Wind Solutions GmbH,,,1040,160,160,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,160,,,,,,,,,,,45,45,,,143,174,10.05,120.24,54.633,5.101,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE2V,N-6.6,,Germany,Development Zone,German Central Tender 2024,Exclusive Economic Zone 2 (BorWin) (BSH Cluster 6),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-29,,,2029,,,,,,740,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,38,39,,,,106,10.02,40.86,54.267,5.953,North Sea,Europe,NO,,,1,HVDC Converter Station,BorWin4/Delta,,2,,,155,,,,,,,,,,,66,,,,,,,
DE2W,N-6.7,,Germany,Development Zone,German Central Tender 2025,Exclusive Economic Zone 2 (BorWin) (BSH Cluster 6),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-29,,,2030,,,,,,273,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,40,40,,,,118,10.04,22.06,54.364,5.856,North Sea,Europe,NO,,,1,HVDC Converter Station,BorWin4/Delta,,2,,,155,,,,,,,,,,,66,,,,,,,
DE0R,Fairwind,,Germany,On Hold/Canceled,,12nm zone (Mecklenburg-Vorpommern),,,"08 Jun 2016: The Federal Maritime and Hydrographic Agency (BSH) has received a planning application for project, however the BSH has expressed its intention to not grant any further authorisations until the 16th June 2018 under the extension and amendment of the latest development freeze. Only those projects granted approval according to Section 2 of the Marine Facilities Ordinance (SeeAnIV), or those that have held a hearing for the project's application according to the Marine Facilities Ordinance (SeeAnIV), and located in North Sea Cluster 1-8 or Baltic Sea Cluster 1-3 will be considered for the transitional tender rounds scheduled for 2017 and 2018. A project could also be a contender if it is located in the 12nm zone and has been awarded the final construction permit according to §4 of the Federal Pollution Control Act.   Therefore the project is not expected to progress in current form, as a central auctioning concept will be used to allocate projects in the future.  ",,,,,,,,,,195,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,,,,,,,,,54.416,11.376,Baltic Sea,Europe,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE2X,N-7.2,,Germany,Development Zone,German Central Tender 2022,Exclusive Economic Zone 2 (BorWin) (BSH Cluster 7),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-26,,,2027,,,,,,900,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,37,39,,,,95,10.01,55.89,54.287,6.224,North Sea,Europe,NO,,,0,HVDC Converter Station,BorWin6/Kappa,,,,,66,,,,,,,,,Turbine arrays will connect straight to converter platform via 66 kV HVAC cables.,,66,,,,,,,
DE2Z,N-8.4,,Germany,Development Zone,German Central Tender 2026+,Exclusive Economic Zone 2 (BorWin) (BSH Cluster 8),"Area N-8.4 is concidered spatially difficult and not economical viable as a stand alone project, as the areas  would require single grid connection.  The development of N-8.4 may be possible , if developed in conjunction with the N-10 area.",https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-32,,,2033,,,,,,425,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,40,40,,,,113,10.05,28.05,54.531,6.302,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE3A,N-9.1.1,,Germany,Development Zone,German Central Tender 2025,Exclusive Economic Zone 3 (BorWin) (BSH Cluster 9),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-29,,,2030,,,,,,391,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,41,42,,,,127,10.08,88.53,54.445,5.786,North Sea,Europe,NO,,,0,HVDC Converter Station,NOR-9-1,,,,,66,,,,,,,,,Turbine arrays to connect directly with grid converter platform.,,66,,,,,,,
DE3H,N-9.1.2,,Germany,Development Zone,,Exclusive Economic Zone 3 (BorWin) (BSH Cluster 9),,,,1-Jan-30,,,2031,,,,,,609,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,41,42,,,,127,10.08,88.53,54.445,5.786,North Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE3B,N-9.2,,Germany,Development Zone,German Central Tender 2026+,Exclusive Economic Zone 3 (BorWin) (BSH Cluster 9),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-31,,,2032,,,,,,1000,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,41,41,,,,128,10.07,93.46,54.52,5.908,North Sea,Europe,NO,,,0,HVDC Converter Station,NOR-9-2,,,,,66,,,,,,,,,Turbine arrays to connect directly to grid converter platform.,,66,,,,,,,
DE20,Nordergründe,"OWP Nordergründe, Nordergrunde",Germany,Installed,,12nm zone (Lower Saxony Niedersachsen),,http://www.wpd.de/geschaeftsfelder/wind-offshore/projektentwicklung/,10 Sep 2018: A planned period of unavailability will take place at the wind farm from 10th-14th September according to the TenneT remit. TenneT declined to comment on the nature of the maintenance works taking place. ,3-May-16,10-May-06,3-Jun-15,2017,0,2017,"WPD offshore GmbH,Gothaer Leben Renewables GmbH,John Laing Group plc",OWP Nordergründe GmbH &amp; Co,OWP Nordergründe GmbH &amp; Co,110.7,18,18,6.2M126 (Senvion),18,Senvion,6.2M126,,Geared,6.15,147,84,126,,,,,,,,,,,Grounded: Monopile,18,,Grounded,Monopile,,,,"Average weight 370t, 56m length and 5.5m diameter.",EUR 410m,EUR,410,3,11,4,10,15,17,9.95,3.4,53.835,8.169,North Sea,Europe,NO,Eurogate Container Terminal Bremerhaven,Hooksiel,1,,Inhausen,Hooksieler Binnentief,1,26.5,,155,,,,,,,,,4km onshore,12,33,,,20 array cables.,3,4,"155kV, Trefoil formation, Width trench 1m, depth 1.5m",
DE28,Nordsee One,"Innogy Nordsee 1 , Innogy Nordsee 1 Phase 1, North Sea Windpower 3 NSWP3",Germany,Installed,,Exclusive Economic Zone 1 (DolWin) (BSH Cluster 3),,http://www.nordseeone.com/,17 May 2018: Triodos Bank has invested in the Nordsee 1 offshore wind farm as a new lender due to a sell-down of Rabobank. The sub-investment is in the mid-double-digit million.,14-Dec-15,1-Jul-09,19-Mar-15,2017,0,2017,"Innogy SE,Northland Power, Inc.",Nordsee One GmbH,Nordsee One GmbH,332.1,54,54,6.2M126 (Senvion),54,Senvion,6.2M126,,Geared,6.15,153,90,126,,,,,,,,,,,Grounded: Monopile,54,,Grounded,Monopile,,,,Around 70 metres tall and each weighing approximately 900 tons.,EUR 1200m,EUR,1200,28,29,26,28,40,44,9.9,30.81,53.982,6.818,North Sea,Europe,NO,Eemshaven (Orange Blue Terminal),Norddeich,1,HVDC Converter Station,Dolwin2 (beta),Hilgenriedersiel,2,6.7,,155,,,,,,,,,,72,33,,,There will be two cable sizes manufactured featuring a 240mm2 and a 800mm2 cross-sectional area. A total of 59 array cables will connect the 54 wind turbines.,,,,25
DE06,Nordsee Ost,Innogy Nordsee Ost,Germany,Installed,,Exclusive Economic Zone 1 (HelWin) (BSH Cluster 4),"According to the 2014 draft of the Offshore Network Development Plan, Nordsee Ost will have a grid connection of 288MW to HelWin1 indicating that the wind farm will be overpowered.    The foundations were planned to be delivered from Norway four pieces at a time by a standardised North Sea barge. Storage capacity at load-out harbour Bremerhaven has been secured for 6 months where the foundations can be directly loaded onto the installation vessel.In reality, troubles were had concerning limited space at both the factory in Norway and in Bremerhaven for an extended period of time; the jackets were stored on barges for as long as possible.    RWE also agreed a twelve month storage contract for the array cable at its manufacturing yard in Sweden, and faced challenges when this contract expired yet were not ready to install the cable. The 63km of delicate subsea cable was moved to Landskrona for temporary storage.",https://iam.innogy.com/en/about-innogy/innogy-innovation-technology/renewables/offshore/nordsee-ost-offshore-lighthouse-project,"11 Jul 2018: Kvaerner and Innogy are still in dispute over the supply of 48 jackets for the Nordsee Ost offshore wind farm. The dispute arose when Kvaerner asked for compensation for additional costs and change in scope of work. In 2012, arbitration was filed by Kvaerner against Innogy. Still ongoing sic years later, Kvaerner has stated that the ‘arbitration process for the project will take time due to high complexity’ and that ‘it is currently still not possible to estimate when the arbitration will be finalized or the expected financial outcome’. ",30-Jul-12,20-Jun-00,30-Nov-11,2014,0,2015,Innogy SE,Essent Wind Nordsee Ost Planungsund Betriebsgesellschaft mbH,Essent Wind Nordsee Ost Planungsund Betriebsgesellschaft mbH,295.2,48,48,6.2M126 (Senvion),48,Senvion,6.2M126,,Geared,6.15,155,92,126,,,,,,,,,,,Grounded: Jacket (Piled),48,,Grounded,Jacket,,,,Ordered from Aker Solutions. Each foundation is up to 50 metres high and weights approx. 550 tonnes. Foundation pedestal covers almost 400 square metres.,EUR 1300m,EUR,1300,22,25,22,25,57,51,9.78,35.68,54.445,7.683,North Sea,Europe,NO,"Bremerhaven, Landskrona(array cables)",Helgoland,1,HVDC Converter Station,HelWin1 (alpha) offshore substation - Büttel (onshore) substation,Büsum,2,4.2,,155,,400,,,,,,,Export cable connects substation to HelWin1(alpha) platform,63,33,36,8042.5,54 array cables.,,,,25
DE2P,O-1.3,,Germany,Development Zone,German Central Tender 2021,Exclusive Economic Zone (Baltic-Westlich Adlergrund) (Cluster 1),,https://www.bsh.de/DE/THEMEN/Offshore/Meeresfachplanung/_Anlagen/Downloads/Aktuelles_FEP_Vorentwurf.pdf?__blob=publicationFile&v=3,"17 Dec 2018: BSH published a tender for 'Geotechnical monitoring and monitoring of geotechnical investigations including laboratory investigations in the German EEZ'. Works include drilling, core sampling and investigation, pressure probing, borehole geophysics and laboratory investigations.    Lot 1 North Sea: located between Gode Wind 1 & 2 on its west and Gode Wind 3 and Gode Wind 4 on its east/southeast (N-3.7) and another area south of Nordsee One and on the east of Gode Wind 1 & 2.   Lot 3 Baltic Sea: 38 km northeast of the island of Rügen, adjacent to Wikinger and Arkona offshore wind farms.    Contract to start from early 2019 until end of November 2019.",1-Jan-25,,,2026,,,,,,300,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,41,42,,,,42,8.73,26.32,54.893,14.027,Baltic Sea,Europe,NO,,,1,,Raum Lubmin/Siedenbrünzow via OST-1-4,Lubmin,1,,12,220,,,,,,,,,Additional cable to connect O-1.3 to Baltic Eagle.,,,,,,,,,
DE3G,O-7.1,,Germany,Development Zone,German Central Tender 2024,12nm zone (Mecklenburg-Vorpommern),Project is dependent on an administrative agreement being reached between Mecklenburg-Vorpommern and BSH.,,01 Sep 2018: The German Federal Maritime and Hydrographic Agency (BSH) selected Fraunhofer IWES to conduct initial exploratory work. Researchers will compile 3D seabed models based on geophysical data. The measurement campaign to collect the data is planned for September 2018.,1-Jan-29,,,2029,,,,,,160,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,17.2,19.4,,,,13,,9.88,54.29,11.95,Baltic Sea,Europe,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE31,OWP West,,Germany,Approved,WindSeeG: 1st Tender,Exclusive Economic Zone 1 (DolWin) (BSH Cluster 1),"Borkum Riffgrund West I, Borkum Riffgrund West II and OWP West will be treated as one project during tendering and construction. Projects will share two substations, located in Borkum Riffgrund West I and Borkum Riffgrund West II project areas.",,"20 Apr 2017: Analyst view for 2018 auction:   Following on from the 2017 allocation, 2679MW of connections are available in the North Sea and 785MW in the Baltic. Between these two seas a maximum of 1610MW will be auctioned (1550 plus the remaining 60MW from the 2017 auction), with a carveout of 500MW reserved for Baltic Sea projects. Therefore 1110MW remains for the North Sea.    Around 5.5GW of projects are available to compete, although it is not expected that all Baltic Sea projects will do so under their current ownership. The key driver for zero-bids outlined by both winners in the 2017 auction are a late delivery (2024 or greater) and the associated technological advances this brings, and economies of scale. Site conditions (assumed to mean wind speed) was also mentioned by  DONG. Considering these three factors – 2024 or greater delivery, economies of scale, and wind resource, a simple analysis of the remaining North Sea Projects is possible.    It is assumed that He Dreiht will not bid in 2018 having already won with a significant bid, and Gode Wind 03 will not bid for further capacity in the auction due to a high density of 27.4MW/m2 following the first auction. The allocation of 900MW to He Dreiht means there is no longer any available capacity in Cluster 7 and therefore Vattenfall’s Global Tech 2 and EnBW’s OWP Albatros (not to be confused with ENBW’s Albatros also known as Hohe See Extension) must also be excluded. Vattenfall’s Atlantis I can technically bid for 14.4MW remaining in Cluster 6 but this is unlikely to be viable and is therefore excluded from consideration also.",1-Apr-23,4-Sep-06,1-Jan-21,2024,,2024,Ørsted A/S (formerly DONG Energy AS),Ørsted A/S (formerly DONG Energy AS),,240,18,18,TBD,,,,,,15,,,,,,,,,,,,,,Grounded: ,18,,Grounded,,,,,"Jacket foundations probable, potentially Hexabase (estimated).",,,,29,31,29,33,58,78,9.95,14.05,54.031,6.16,North Sea,Europe,NO,,Norddeich,0,HVDC Converter Station,DolWin5 (NOR-1-1),,,,,,,,,,,,,,"Borkum Riffgrund West I, Borkum Riffgrund West II and OWP West will be treated as one project during tendering and construction. Projects will share two substations, located in Borkum Riffgrund West I and Borkum Riffgrund West II project areas.",,,,,,,,,30
DE2O,"ReaLCoE (Robust, Reliable and Large Offshore Wind Energy Converters for Clean, Low Cost and  Competitive Electricity)",,Germany,Planning,,To Be Decidied,"ReaLCoE project, led by German turbine manufacturer Senvion, serves a strategic mission to develop the “Next Generation 10+MW rated, Robust, Reliable and Large Offshore Wind Energy Converters for Clean, Low Cost and Competitive Electricity”.  ReaLCoE’s vision is “to unleash the full potential of offshore wind energy to be in direct competition with conventional energy sources in electricity markets worldwide”. This project, awarded €25 million by the European Commission, turns this vision into reality through the vertical integration of the value chain, by moving from sequential to modular and parallel development, testing and certification while engaging in new forms of collaboration. Over the course of the project, the consortium will develop, install, demonstrate, operate and test a technology platform for the first prototype of a double-digit rated capacity turbine in a realistic offshore environment.   Starting from 1 May 2018 and for the next three and a half years, Senvion will lead the implementation of ReaLCoE, a pan-European R&D project funded by the European Commission within the Horizon 2020 program. The team gathered around Senvion includes 14 major stakeholders (8.2 Consulting AG, ABB AB, BIBA – Bremer Institut für Produktion und Logistik GmbH, DNV GL Denmark A/S, EnBW Energie Baden-Württemberg AG, ECN part of TNO, Fraunhofer Gesellschaft zur Förderung der angewandten Forschung e.V., Ingeteam Power Technology SA, Jan De Nul NV, Jörss-Blunck-Ordemann GmbH, Wood, Principle Power Portugal LDA, Danmarks Tekniske Universitet, Uptime Engineering GmbH) along the complete value chain of the offshore wind energy sector and will become a front-runner in the development of next generation offshore wind turbines with double-digit rated electric capacities, triggering hundreds of millions of investments into the European clean tech sector.    Location and country of test array to be decided.",,"01 May 2018: Starting from 1 May 2018 and for the next three and a half years, Senvion will lead the implementation of ReaLCoE, a pan-European R&D project funded by the European Commission within the Horizon 2020 program. The successful prototype operation is succeeded by the installation of a pre-series array in a real offshore environment by 2021, which will validate the developed concept",,,,2021,,,"Senvion GmbH,ABB AB,EnBW Energie Baden-Württemberg AG,Jan de Nul Group,DTU Wind Energy, Department of Wind Energy, Technical University of Denmark,8.2 Consulting AG,DNV GL AS,Energieonderzoek Centrum Nederland (ECN) ,IngeteamPower Technology,Wood Group,Principle Power, Inc.,Uptime Engineering GmbH,JÖRSS – BLUNCK – ORDEMANN GmbH,Fraunhofer-Institut für Windenergie und Energiesystemtechnik (IWES),BIBA - Bremer Institut für Produktion und Logistik GmbH",,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Floating: Semi-Submersible Platform,0,,Floating,Semi-Submersible,,,,Principle Power - WindFloat,,,,,,,,,,,,54.345,11.964,To Be Decided,Europe,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
